"UF";"Município";"Partido";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Cargo";"Situação da candidatura";"Detalhe situação candidatura";"Data eleição";"Situação de totalização";
"RN";"AFONSO BEZERRA";"CIDADANIA";"23888";"MARIA DE FATIMA LOPES DA SILVA";"MIUDA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"AFONSO BEZERRA";"CIDADANIA";"23111";"MARIA DO CEU PIRES DE OLIVEIRA";"DO CÉU PIRES";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"AFONSO BEZERRA";"PL";"22111";"MARIA MARLEIDE DOS SANTOS";"LEIDINHA DE GUSTAVO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"AFONSO BEZERRA";"MDB";"15999";"ROCHELLE ROUSE EVARISTO DE SOUZA";"ROCHELLE";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"AFONSO BEZERRA";"CIDADANIA";"23999";"ROSEMEIRE BENTO DA SILVA";"ROSE";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"AFONSO BEZERRA";"PL";"22888";"SERGIO BANDEIRA DE MELO";"SERGINHO BANDEIRA";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"AFONSO BEZERRA";"MDB";"15333";"THIAGO DE SOUZA CASTELO";"THIAGO CASTELO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"AFONSO BEZERRA";"PSDB";"45222";"VALDECINO PEREIRA SILVA FILHO";"VAL FILHO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"AFONSO BEZERRA";"PSB";"45";"VALQUIR DE MELO SANTOS";"VALQUIR UMBELINO";"Vice-prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"AFONSO BEZERRA";"MDB";"15111";"WALDICK MELO DOS SANTOS";"WALDICK UMBELINO";"Vereador";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
"RN";"ÁGUA NOVA";"PSC";"20";"ADELZON FRANCISCO FERREIRA NUNES";"ADELZON NUNES";"Prefeito";"Cadastrado";"Aguardando julgamento";"15.11.2020";"Sem totalização"
